id,tanggal,platform,topik,teks
137,7 hours ago,YouTube,Makan Bergizi Gratis,"Kalau mau uang MBG diterima siswa 100% dan tidak dikorupsi, harus memakai caranya Bp.Ahok. Uangnya langsung ditransfer melalui bank ke orang tua murid."
138,7 hours ago,YouTube,Makan Bergizi Gratis,Presiden omon2
139,7 hours ago,YouTube,Makan Bergizi Gratis,"Sumber kericuhan di Indonesia dimulai sejak ada MBG dan KDMP.
Karena rakyat melihat, keduanya hanya proyek bagi2 APBN utk kroni partai/dpr/dprd/ormas dan TNI Polri. 
Siswa dan warga Desa hanya dijadikan alat utk mencairkan dana.
Presiden DIAM saja krn salah satu tujuannya adalah konsolidasi 2029.
Dadan cs hanya dijadikan peredam sesaat.
  
STOP MBG & KDMP!!!"
140,7 hours ago,YouTube,Makan Bergizi Gratis,Bubarkan MBG kopdes bubarkan di garong manusia serakah  menghancurkan negara sendiri oleh pemerintah saat ini pk Prabowo .Gibran yg plonga plongo
141,7 hours ago,YouTube,Makan Bergizi Gratis,"Ganti wowok, turunkan wowok, nepalkan wowok, semua terjadi karena setoran ke atas kurang"
142,7 hours ago,YouTube,Makan Bergizi Gratis,"Lebih baik MBG ganti dengan sekolah gratis bukan hanya spp tapi buku, seragam dan segala keperluan sekalah harus gratis. Karna banyak sekolah spp gratis tapi diganti spp menjadi infak"
143,7 hours ago,YouTube,Makan Bergizi Gratis,"MBG adalah Proyek.Ngawur, termasuk.Kopdes😂STOPPPPP"
144,7 hours ago,YouTube,Makan Bergizi Gratis,Program gak berkualitas
145,8 hours ago,YouTube,Makan Bergizi Gratis,"Sudah dibilang dihentikan dulu, sahkan hukuman mati dan perampasan aset terlebih dahulu, jika korupsi masih ada gak akan bisa berjalan."
146,3 hours ago,YouTube,Makan Bergizi Gratis,Yang ngotot jalan itu kepala nya kepala pak 😅
147,8 hours ago,YouTube,Makan Bergizi Gratis,"sudah tulikah pemerintah skrg, stop mbg dan kdmp"
148,8 hours ago,YouTube,Makan Bergizi Gratis,"Walaaaaah, makan tu MBG sampai ke liang kubur"
149,8 hours ago,YouTube,Makan Bergizi Gratis,"Rakyat sudah & semakin muak dengan rezim inkompeten boros rakus korup nepotis budeg pekok militeristik. 
Stop MBG, KDMP. Reformasi parcok. Hentikan militerisme, kembalikan tentara ke barak!"
150,9 hours ago,YouTube,Makan Bergizi Gratis,"Ini karena cerdasnya pejabat tapi bidohnya rakyat, masih bahagia"
151,9 hours ago,YouTube,Makan Bergizi Gratis,"Dengan kasus ini ,kedepan semua daftaar sppg dishare dimasyarakat agar masyarakat ikut memantau, sehingga tdk ada lagi yang fiktif"
152,9 hours ago,YouTube,Makan Bergizi Gratis,PROYEK SILUMAN OMON OMON
153,9 hours ago,YouTube,Makan Bergizi Gratis,stop. dan diungkan langsung  15rb/hari seminggu sekali lebih top
154,10 hours ago,YouTube,Makan Bergizi Gratis,"nye nye nye , ndasmu , emang gue pikirin , saya akan , saya tau , saudara saudara"
155,10 hours ago,YouTube,Makan Bergizi Gratis,Narasumbernya punya tendensi apa ya?
156,10 hours ago,YouTube,Makan Bergizi Gratis,Program MBG diuangkan lebih minim buat korupsi
157,10 hours ago,YouTube,Makan Bergizi Gratis,"MBG amburadul ??, memangnya Prabowo peduli ??"
158,10 hours ago,YouTube,Makan Bergizi Gratis,"Kita bayar pajak ,cuma buat di korupsi sama dadan dan konco konco nya,klo kaya gini tidak akan pilih yg k2 xnya"
159,10 hours ago,YouTube,Makan Bergizi Gratis,Mari ngising berjamaah
160,10 hours ago,YouTube,Makan Bergizi Gratis,"Moral sudah bejad, apapun akan jadi ladang korupsi"
161,10 hours ago,YouTube,Makan Bergizi Gratis,Chef juna cuma bisa senyum liat dapurnya 🥵🥵. Tata letaknya sangat membahayakan hasil masakan dan para pekerjanya. 😢😢
162,11 hours ago,YouTube,Makan Bergizi Gratis,Padahal masyarakat bukan pengemis.😂 Ini zaman udh berkembang GK ada MBG juga bisa makan
163,11 hours ago,YouTube,Makan Bergizi Gratis,Semua sengkarut tatakelola atas restu boss.
164,11 hours ago,YouTube,Makan Bergizi Gratis,"Yang kelaparan itu bukan murid tapi pemilik dapur sppg, 
Yang sedih itu bukan orang tua murid tapi koruptor yang bakal hilang lahan uang haramnya
Ini bukan demi pemenuhan gizi anak negeri tapi semata teken kontrak pemenangan dan janji kampanye
Bukan demi penyehatan roda ekonomi daerah dan pelosok tapi pemenuhan syahwat vendor pemilik dapur"
165,11 hours ago,YouTube,Makan Bergizi Gratis,Bayangin bru 1 kecamatan aja udh ada sktr 100an sppg yg fiktif...gmn jumlah nasional....ampun dah
166,11 hours ago,YouTube,Makan Bergizi Gratis,"Mekanisme keuangan MBG-SPPG sangat gelap, itung-itungan nya seperti apa hanya mereka yang tau, bahkan BPK pun di larang tau.
Mengerikan."
167,5 hours ago,YouTube,Makan Bergizi Gratis,😊😊
168,4 hours ago,YouTube,Makan Bergizi Gratis,odgj akutttt !!!!
169,3 hours ago,YouTube,Makan Bergizi Gratis,MBG punya tendensi apa di stop kok marah2 seakan2 mau kiamat 😂😂😂😂
170,4 hours ago,YouTube,Makan Bergizi Gratis,Bantuan tunai namanya bukan MBG ... 😂😂😂.. Tetap aja di korupsi.. para koruptor itu hebat cara merampok uang rakyat
171,11 hours ago,YouTube,Makan Bergizi Gratis,Masih di perbaiki sistemnya kedepan insha ALLOH tidak bisa di korup
172,8 hours ago,YouTube,Makan Bergizi Gratis,​ @sohibjasuli7156  tidak bs korup 😂... roti 1500 ditulis 3000
173,6 hours ago,YouTube,Makan Bergizi Gratis,​ @sohibjasuli7156 ngakak Mul termul 😂😂😂
174,6 hours ago,YouTube,Makan Bergizi Gratis,​ @sohibjasuli7156 ini akun muncul Mulu mustahil gak ada korupsi takut kehilangan ladangnya ya .tata kelola gak siap tapi tetap di paksakan jadinya amburadul
175,12 hours ago,YouTube,Makan Bergizi Gratis,Mbg hrs ditutup permanen jng sampai yg rakyat yg lengserkan presiden
176,12 hours ago,YouTube,Makan Bergizi Gratis,"Sengaja banget emang ini presiden
Buat program yang rantai pasokan panjang dengan pengawasan minim
Agar para pendukung bisa mendapatkan cuan dengan legal berkedok gizi
Desain programnya memang untuk korupsi ramai ramai dan penikmatnya hanya para pendukung wowo


Aaaaah  Aasuuudahlah.... 
Percuma Koar koar.....
pemerintah memang sengaja tutup mata"
177,12 hours ago,YouTube,Makan Bergizi Gratis,Mana nih suaranya yg kmaren ikut demo dukung embege...? 🤣🤮
178,12 hours ago (edited),YouTube,Makan Bergizi Gratis,"Pembayar demo aja dia ""katanya"" tau, masa ada SPPG fiktif dia gatau.
See? Pidato kosong gak ada isinya. Semua yang keluar dari mulut Prabowo isinya gambaran diri beliau semua, contoh : ""kondisi bangsa saat ini adalah karena negara salah urus"" waktu dulu dollar naek.
Prabowo orang baik, orang baik belum tentu kompeten. Apalagi kabinet dan sekretariatnya isi sampah semua. Kasihan pak Prabowo sebenernya.
Paling parah bakom nya rezim Prabowo. Saking otaknya gak berisi setiap ada polemik cuman bisa ngomong ada dalang, ada asing, ada Soros lah. bakom dimana-mana wajib pinter rebound manuver oposisi. Ini malah pecah belah bangsa"
179,12 hours ago,YouTube,Makan Bergizi Gratis,negara ini hancur dipimpin sm si wowo😢
180,12 hours ago,YouTube,Makan Bergizi Gratis,kok bisaa.? jadi selama jalan ini ga ada pengawasan.? ga ada survey tempat.? ga ada pengecekan.? wtf program ini kayak program anak sekolah yg ga di urusin gurunya
181,12 hours ago,YouTube,Makan Bergizi Gratis,"Kami rakyat ga rela uang upeti dari kami dibuat kaya gitu,
Stop MBG dan KDMP"
182,12 hours ago,YouTube,Makan Bergizi Gratis,MBG dan KDMP memang skenario untk maling mebobol uang rakyat
183,13 hours ago,YouTube,Makan Bergizi Gratis,"Punya Presiden gini amat, bikin program asal asalan, dikorupsi sana sini. Klo ga punya 🧠 ga usah jadi presiden lah"
184,13 hours ago,YouTube,Makan Bergizi Gratis,Stop MBG
185,13 hours ago,YouTube,Makan Bergizi Gratis,"Terbukti Tyo Benar, Maling Berkedok Gizi Sampai Akhirnya si Dadan di Tumbalkan si WoWo karena akhirnya ketahuan oleh Rakyat 😂"
186,11 hours ago,YouTube,Makan Bergizi Gratis,Rakyat yg mana... Gue juga Rakyat tetap dukung MBG💪💪
187,2 hours ago,YouTube,Makan Bergizi Gratis,"​ @sohibjasuli7156 di bilangin cuman lu doang rakyat yg dukung MBG , ngeyel amat"
188,11 hours ago,YouTube,Makan Bergizi Gratis,"Sistemnya masih di rubah,
Kan yg korupsi udah di tangkap satu persatu, 
Santai bro🤭"
189,11 hours ago,YouTube,Makan Bergizi Gratis,Mestinya Bakom nya di ganti eLO ya...🤭
190,10 hours ago,YouTube,Makan Bergizi Gratis,Itu karena pilihan 58% ODGJ
191,4 hours ago,YouTube,Makan Bergizi Gratis,org sdh pikun di pilih cukkkkkk !!!!
192,6 hours ago,YouTube,Makan Bergizi Gratis,Pa pa parah nih pemerintahan sekarang bikin uang rakyat di hambur hamburkan
193,5 hours ago,YouTube,Makan Bergizi Gratis,stop sekarang juga!!!!
194,5 hours ago,YouTube,Makan Bergizi Gratis,​ @anindavirgina574 jgn donk
195,3 hours ago,YouTube,Makan Bergizi Gratis,"​ @anindavirgina574 lanjut kan mbg sampai ke depan, biar anak pintar, tidak punya otak jongkok kayak mantan ketum bem"
196,5 hours ago,YouTube,Makan Bergizi Gratis,"​ @anindavirgina574  eLO aja yg stop😛
Gue mah mendukung ❤"
197,4 hours ago,YouTube,Makan Bergizi Gratis,Memang harus di bubarkan MBG dan KDMP
198,3 hours ago,YouTube,Makan Bergizi Gratis,​ @HamdanSaleh-x5x yg paling gak asuk akal itu justru kdmp itu lebih gak ngotak
199,4 hours ago,YouTube,Makan Bergizi Gratis,"para pemimpin yg ndableg ini namanya,dikasih tau tapi ga mau tau....maunya dikasih tempe paling kalian itu"
200,1 hour ago,YouTube,Makan Bergizi Gratis,Dukung mbg❤
201,11 hours ago,YouTube,Makan Bergizi Gratis,"Rakyat yg mana..?  Gue juga Rakyat tetap dukung pk.PRABOWO❤❤
eLO Rakyat yg 24%🤣😛😛"
202,11 hours ago,YouTube,Makan Bergizi Gratis,Gue Rakyat kecil tetap dukung MBG... masih di benahi sistemnya kedepan pasti lebih baik
203,7 hours ago,YouTube,Makan Bergizi Gratis,​ @sohibjasuli7156 Gue mah g butuh MBG uda ada gizinya
204,1 hour ago,YouTube,Makan Bergizi Gratis,lha makanya jangan dijalanin dulu daripada kacau dan di korupsi
205,1 hour ago,YouTube,Makan Bergizi Gratis,Jika MBG tetap diteruskan bijaknya diganti uang dan langsung ditransfer ke rekening orang tua siswa
206,1 hour ago,YouTube,Makan Bergizi Gratis,"itu yg ditakuti musuh negara..Indonesia emas, terbukti semakin masif demonya."
207,2 hours ago,YouTube,Makan Bergizi Gratis,"Bos sekolah ajah gratisin bos, anak gw daftar smk negeri dijakarta kaga di terima2 bos, ujung2 nya sekolah swasta, bayar uang gedung nya 8 jt harus cash, bayaran perbulannya 700rb"
208,2 hours ago,YouTube,Makan Bergizi Gratis,"rapat tiap hari tapi implementasina selalu ngk bener ngk jelas, karena tujuanna ngk murni ngk bener bukan untuk kesejahteraan rakyat tp untuk kesejahteraan kantong masing2"
209,2 hours ago,YouTube,Makan Bergizi Gratis,"jelas opung dan presidwn yg ngabisn waktu ngabisin uang negara , udah dikasihtau malah baperan"
210,3 hours ago,YouTube,Makan Bergizi Gratis,"Pengkhianat bangsa, penjilat kekuasaan"
211,3 hours ago,YouTube,Makan Bergizi Gratis,Tp kata Pak Prabowo banyak yg nyinyinr nyeh nyeh nyeh?
212,3 hours ago,YouTube,Makan Bergizi Gratis,Kurang perencanaan akibatnya masuk angin 😂
213,3 hours ago,YouTube,Makan Bergizi Gratis,Kl bicara si meyakinkan.
214,3 hours ago,YouTube,Makan Bergizi Gratis,Ok yang penting sudah ada pengakuan
215,3 hours ago,YouTube,Makan Bergizi Gratis,Salah kita ? Biar bayar pajak nambah gitu
216,4 hours ago,YouTube,Makan Bergizi Gratis,Penyebabnya ada korupsi yg jelas di mata masyarakat
217,4 hours ago,YouTube,Makan Bergizi Gratis,Daripada bertengkar mending bagi2 hasil
218,5 hours ago,YouTube,Makan Bergizi Gratis,"Ketua DEN LBP rakyat NKRI lihat/baca, sudah terlambat kontrol pengelolaan BGN, perjalanan lebih setahun  terjadi korupsi????"
219,6 hours ago,YouTube,Makan Bergizi Gratis,"MBG tempat sarang Koruptor itu Pak LBP, bpk selalu bilang MBG hebat, tp nyatanya Koruptor nya isi nya."
220,8 hours ago,YouTube,Makan Bergizi Gratis,Setuju kita harus bergandengan tangan
221,10 hours ago,YouTube,Makan Bergizi Gratis,"Udah hampir 2 tahun berjalan baru ngomong begini, percuma lah uangnya udh kalian korup juga"
222,11 hours ago,YouTube,Makan Bergizi Gratis,pak Luhut pasti bela mbg karena gibran anak ex bos nya yg sudah membuat dia  jadi konglomerat.
223,11 hours ago,YouTube,Makan Bergizi Gratis,Kita juga habisin waktu untuk lihat dan dengarkan pidatomu pung 😂😂😂
224,11 hours ago,YouTube,Makan Bergizi Gratis,Negara di buat maenan
225,12 hours ago,YouTube,Makan Bergizi Gratis,"yaa anjlok laa, kalian cuma fokus sama bisnis pribadi & kekayaan pribadi kalian, tanpa memperdulikan mengurus negara dgn baik !!!!
yg korban bukan kalian, kalian enak dibayari pajak negara.
yang korban itu rakyat !!!!"
226,13 hours ago,YouTube,Makan Bergizi Gratis,Keren opung
227,13 hours ago,YouTube,Makan Bergizi Gratis,"Tata kelolanya tdk dipersiapkan matang, tapi untuk tujuan politik itu sangat matang 🥲😂"
228,13 hours ago,YouTube,Makan Bergizi Gratis,Luhut kira indonesia punya dia sendiri
229,13 hours ago,YouTube,Makan Bergizi Gratis,mubajir rame rame. pandai itu belajar selain gens
230,14 hours ago,YouTube,Makan Bergizi Gratis,"Jangan sekali2 kasih waktu yang sangat leluasa kpd para koruptor berkedok pejabat negara, HARUSSS TERUSSSSS PERSEMPIT WAKTU DN RUANG GERAK MEREKA UTK MERAMPOKI TERUS ANGGARAN NEGARA DN KEKAYAAN ALAM NEGERI INI!!!!!!!"
231,14 hours ago,YouTube,Makan Bergizi Gratis,"Program keras kepala
Program makanan bergizi elite"
232,14 hours ago,YouTube,Makan Bergizi Gratis,Dari mana sumber pertengkarannya?
233,15 hours ago,YouTube,Makan Bergizi Gratis,Padahal itu ide nya si Mulyono Lohh bukan wowo hadehh Luhut luhut
234,15 hours ago,YouTube,Makan Bergizi Gratis,Terus terang proyek gede tanpa perencanaan itu konyol. Wtf u expect… cm pidato anti korupsi trus org yg elo percaya bakalan ga korupsi. 😂
235,15 hours ago,YouTube,Makan Bergizi Gratis,Sekolam 😅😅😅😅
236,15 hours ago,YouTube,Makan Bergizi Gratis,"Ini juga Manusia yg Tak Tersentuh,,"
237,15 hours ago,YouTube,Makan Bergizi Gratis,KLO GAK DIKORUP NGAPAIN BETENGKAR KOPLAX!
238,15 hours ago,YouTube,Makan Bergizi Gratis,Mbhe buyut luhut p  rambutnya di semir terus
239,15 hours ago,YouTube,Makan Bergizi Gratis,"Bijak : MBG - Ide besar tidak disiapkan secara matang oleh yg tangani MBG.
Tapi bisa perbaikan"
240,15 hours ago,YouTube,Makan Bergizi Gratis,IHSG🇮🇩🚀🚀🚀
241,16 hours ago,YouTube,Makan Bergizi Gratis,Pemerintahlah yg ahlinya membuat pertengkaran
242,16 hours ago,YouTube,Makan Bergizi Gratis,Masyarakat protes juga nggak di dengar  semoga nanti  cukup satu periode saja jadi  kita mau mengadu ke siapa
243,16 hours ago,YouTube,Makan Bergizi Gratis,"Orang gak butuh AI Pak Luhut, butuhnya makan karena perut lapar, begitu kata pemimpin konoha"
244,8 hours ago,YouTube,Makan Bergizi Gratis,Betul terlalu mengejar target jumlah tapi kualitas kurang
245,16 hours ago,YouTube,Makan Bergizi Gratis,Setuju pak❤
246,16 hours ago,YouTube,Makan Bergizi Gratis,"RAKYAT AKAN BERHENTI DEMO JIKA PRABOWO SECARA SPORTIV MENGAKUI MBG BERMASALAH DAN MENYESALKAN HAL ITU TERJADI.
DAN BERJANJI AKAN MEMPERBAIKINYA ,BAIK TATA KELOLA MAUPUN SIAPA YG PERLU MBG.

TAMPUNG ASPIRASI RAKYAT ,AKADEMISI , FOKUSKAN SAJA KE IBU HAMIL,BALITA DAN TK DAN SD.
ITUPUN CARA NYA DI ROBAH ,BERDAYAKAN KANTIN SEKOLAH.
TIRU CARA PESANTREN YG DARI AWAL BERDIRI SUDAH MEMBERI MAKAN SANTRINYA BAHKAN 3 KALI SEHARI.

 NGK RIBET MACAM MBG SEKARANG INI.
SATU DAPUR MBG MELAYANI BEBERAPA SEKOLAH YG TERSEBAR. MASAK MALAM ,DAN DI DISTRIBUSIKAN PAGI , SIANG SUDAH BASI.
BELAJAR WO."
247,16 hours ago,YouTube,Makan Bergizi Gratis,"Bang Luhut sebaiknya tidak usah banyak bicara sok tahu, sok hebat. Hasilnya apa sampai sekarang ? Indonesia semakin terpuruk. Dicap sebagai menteri segala urusan."
248,16 hours ago,YouTube,Makan Bergizi Gratis,"Istirahat lah Opung, mending istirah kasih yg masih muda yg tampil."
249,17 hours ago,YouTube,Makan Bergizi Gratis,"tumben luhut betul,gas opung mbg ngak ada guna"
250,17 hours ago,YouTube,Makan Bergizi Gratis,Habis waktu kita dpt pemimpin yg korup terus
251,17 hours ago,YouTube,Makan Bergizi Gratis,Kamu minta solusi sama Rakyat 😅😅😅😂😂😂
252,17 hours ago,YouTube,Makan Bergizi Gratis,😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂🎉😂🎉🎉🎉🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮
253,17 hours ago,YouTube,Makan Bergizi Gratis,data blt yang lalu harus di perbaiki lewat AI oleh ketua DEN.
254,17 hours ago,YouTube,Makan Bergizi Gratis,"Seperti inilah wajah kita, gak mau merasa salah😢"
255,17 hours ago,YouTube,Makan Bergizi Gratis,Pemerintah lagi sibuk dan habis waktu nguras APBN buat pindahin ke kantong kantong pribadi
256,17 hours ago,YouTube,Makan Bergizi Gratis,apakah anda percaya ??
257,17 hours ago,YouTube,Makan Bergizi Gratis,Opung udah kenyang 😅
258,17 hours ago,YouTube,Makan Bergizi Gratis,pajak  rakyat  habis di maling 😅😅
259,18 hours ago,YouTube,Makan Bergizi Gratis,Rakyat habis waktu dibodohi pejabat2 korup
260,18 hours ago,YouTube,Makan Bergizi Gratis,Ni komentar umpan lambung
261,18 hours ago,YouTube,Makan Bergizi Gratis,Opong memang penyersatu bangsa
262,18 hours ago,YouTube,Makan Bergizi Gratis,Mulai nongol lagi nih makhluk hidup 🤣
263,18 hours ago,YouTube,Makan Bergizi Gratis,Pakar dewan ekonomi..salah satunya AHLI KEMISKINAN ! jadi sudah jelas tugas luhut binsar panjaitan dari elit global adalah buat program memiskinkan rakyat semiskin2nya !! Tuntut LBP segera turun dari struktur pemerintahan negara ini !! SECEPATNYA..terjadilah !!!
264,18 hours ago,YouTube,Makan Bergizi Gratis,MBG memang tak bermanfaat. Sampai kapanpun jika terus diadakan. Pasti hanya jadi sarangnya koruptor
265,18 hours ago,YouTube,Makan Bergizi Gratis,"REZIM KALIAN YG BIKIN MASALAH, MALING MBG DAN HARGA BBM NAIK TINGGI, KALIAN SUMBERNYA"
266,18 hours ago,YouTube,Makan Bergizi Gratis,Kritikan kita emang gak pernah di dengar
267,18 hours ago,YouTube,Makan Bergizi Gratis,Soal AI pejabat baiknya belajar lebih tekun ke Gibran
268,18 hours ago,YouTube,Makan Bergizi Gratis,Ya maaf. Itu karena pejabatnya ga kompeten di bidangnya. Lebih cocok jadi pelawak ato main sinetron pejabatnya.
269,18 hours ago,YouTube,Makan Bergizi Gratis,"Jika hendak memulihkan kepercayaan, intinya ganti pemerintahan yg kredibel."
270,18 hours ago,YouTube,Makan Bergizi Gratis,"kami masyarakat sudah tidak percaya pada pemerintah, soalnya tidak ada transparansi😂"
271,18 hours ago,YouTube,Makan Bergizi Gratis,Udah tau itu mbg potensi besar korupsi..ada yg lebih penting kesejahteraan seluruh rakyat bukan bagi bagi proyek korupsi
272,18 hours ago (edited),YouTube,Makan Bergizi Gratis,"pas salah pake kita, kalau lagi untung lu makan sendiri tu pung!
lu sama temen2 lu yang pada korup turun! siapa yang masi percaya sama pemerintahan? kalau elu lagi elu lagi. ga ngaca ya, yg bikin ga bisa dipercaya tu siapa? LUHUT BINSAR PANJAITAN. ELU!"
273,18 hours ago,YouTube,Makan Bergizi Gratis,"Bukan bertengkar pung, ini MBG salah konsep, dikorupsi. Ganti uang kasihkan ke orang tua anak."
274,19 hours ago,YouTube,Makan Bergizi Gratis,"judul nya kurang lengkap, harus nya di tambah. tak di siapkan dengan rencana matang tapi dipaksakan di laksanakan secara masif dan menabrak aturan yang ada."
275,19 hours ago,YouTube,Makan Bergizi Gratis,"Orang UZUR ngomongin AI, mending ORANG2 UZUR MACAM LUHUT ini dulu yg dikurangi!!"
276,19 hours ago,YouTube,Makan Bergizi Gratis,"Namanya juga WoWo, keras kepala, berasa si Paling-paling karena dia dipilih 58% Rakyat Indonesia 😂"
277,19 hours ago,YouTube,Makan Bergizi Gratis,KEMARIN KE MANA SAJA ? SUDAH RAMAI BARU MUNCUL ADA APA NIH
278,19 hours ago,YouTube,Makan Bergizi Gratis,yang salah luhut
279,19 hours ago,YouTube,Makan Bergizi Gratis,Pemborosan. Gmna ga ribut
280,19 hours ago,YouTube,Makan Bergizi Gratis,"Semua komen hentikan mbg,tapi ditanggepi pemerintah bilangnya buzzeer"
281,19 hours ago,YouTube,Makan Bergizi Gratis,Tata pengelolaan yang kurang baik akhirnya banyak kebocoran2 dan yg terpenting kasi Hukuman Mati bagi koruptor MBG karna kejahatan besar
282,19 hours ago,YouTube,Makan Bergizi Gratis,Sang sutradara
283,19 hours ago,YouTube,Makan Bergizi Gratis,Sehat selalu jenderal rakyat bersamamu ❤
284,20 hours ago,YouTube,Makan Bergizi Gratis,Perbaikan BGN dari hulu sampai hilir bagaimana menyajikan makanan yg berkualitas untuk anak Indonesia .perbaiki jangan sampai ada indikasi korupsi.
285,20 hours ago,YouTube,Makan Bergizi Gratis,Lihat org ini sy pengen muntah
286,20 hours ago,YouTube,Makan Bergizi Gratis,PROYEK PENCUCIAN UANG MBG DAN KDMP?? KORUPSI TSM 😊
287,20 hours ago,YouTube,Makan Bergizi Gratis,Klu ngomong kog niatnya tulus. Kayae berseberangan dg pemerintahan skrg. Tapi kog berkawan. Klu presidennya dihormati banget tapi omongannya blunder.
288,20 hours ago,YouTube,Makan Bergizi Gratis,Inilah kepala Mulyono 😂😂😂
